index,celebrity_age_during_season,weeks,elimination_order,score_sum,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,celebrity_fame_1,celebrity_fame_1.1,celebrity_fame_1.2,celebrity_fame_1.3,celebrity_fame_1.4,ballroom_fame_1,ballroom_fame_1.1,ballroom_fame_1.2,ballroom_fame_1.3,ballroom_fame_1.4
0,50,6,5.0,48.33333333333333,1,0,0,0,0,0,0,49,72.31288491813308,106.7174147996562,157.49069663608591,232.42054329636488,0,0.0,0.0,0.0,0.0
1,29,6,6.0,42.66666666666666,1,0,0,0,0,0,0,114,183.06079178697712,293.9583639445171,472.0372882112955,757.9957871310279,0,0.0,0.0,0.0,0.0
2,42,3,2.0,15.0,0,0,0,0,0,1,0,47,69.0728926279167,101.5120105529299,149.185706497159,219.24868694676914,12,15.385066247841788,19.725021954206706,25.289230792133658,32.423040924494714
3,35,4,3.0,31.666666666666668,0,0,1,0,0,0,0,24,32.9786114475993,45.316200542155286,62.26939041505117,85.56491798236814,2,2.1435469250725863,2.2973967099940698,2.4622888266898326,2.6390158215457884
4,32,5,4.0,35.16666666666667,0,0,0,1,0,0,0,31,43.70165288902177,61.60756339459819,86.8500758325527,122.43522152965917,0,0.0,0.0,0.0,0.0
5,32,2,1.0,12.333333333333332,0,0,0,0,0,0,1,39,56.25628739463053,81.14794542121189,117.05338818203819,168.84587297651242,0,0.0,0.0,0.0,0.0
6,42,2,2.0,13.333333333333334,1,0,0,0,0,0,0,83,129.11773577858514,200.86011677817484,312.4651022484354,486.0817652065305,17,22.56803847310483,29.959785913149386,39.77256477258468,52.799339527161436
7,39,5,5.0,38.333333333333336,1,0,0,0,0,0,0,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217,0,0.0,0.0,0.0,0.0
8,66,6,6.0,43.33333333333333,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,771,1498.8556724613386,2913.8369998307753,5664.618827268594,11012.251701145025
9,42,7,7.0,56.16666666666667,1,0,0,0,0,0,0,98,155.00606210939196,245.17223765980262,387.7875826346324,613.3614910113748,34,48.37564947394369,68.82951358899608,97.9315418483329,139.33829237934694
10,26,8,8.0,73.38883333333334,0,0,0,0,0,1,0,1098,2211.375909511406,4453.718955525856,8969.80583422967,18065.22088780539,43,62.634743194944704,91.23514081620159,132.89510733435824,193.5779283663287
11,43,8,9.0,60.05553333333334,0,0,0,0,0,1,0,495,920.5888676588002,1712.0886126410317,3184.100438874209,5921.7119546163485,0,0.0,0.0,0.0,0.0
12,44,3,3.0,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,5.873094715440096,6.898648307306074,8.103282983463814,9.518269693579391
13,35,4,4.0,16.666666666666664,0,0,0,1,0,0,0,668,1280.1300981011912,2453.1932156655134,4701.207293160285,9009.216996088777,39,56.25628739463053,81.14794542121189,117.05338818203819,168.84587297651242
14,29,8,10.0,73.1666,0,0,0,1,0,0,0,97,153.2670885632895,242.17320037801238,382.6513541236297,604.6171029002984,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217
15,46,1,1.0,4.333333333333333,0,0,0,0,0,0,1,64,97.00586025666551,147.03338943962046,222.86094420380783,337.7940251578608,0,0.0,0.0,0.0,0.0
16,54,3,3.0,20.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,56.25628739463053,81.14794542121189,117.05338818203819,168.84587297651242
17,42,4,4.0,32.33333333333333,1,0,0,0,0,0,0,104,165.47663209633416,263.29342086486054,418.9318128638442,666.5713987569286,17,22.56803847310483,29.959785913149386,39.77256477258468,52.799339527161436
18,25,8,8.0,66.5,1,0,0,0,0,0,0,427,782.4753454857504,1433.8821224661442,2627.5817544790098,4815.030307091369,34,48.37564947394369,68.82951358899608,97.9315418483329,139.33829237934694
19,30,9,9.0,77.66666666666667,1,0,0,0,0,0,0,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217,771,1498.8556724613386,2913.8369998307753,5664.618827268594,11012.251701145025
20,32,10,10.0,89.55553333333334,1,0,0,0,0,0,0,369,666.3908154665664,1203.4599429219372,2173.37304266964,3924.975160481497,109,174.24853993250795,278.5555382441356,445.3017965977478,711.8641090502762
21,37,10,11.0,85.88886666666667,0,0,0,0,0,1,0,372,672.3528248377866,1215.2105405036307,2196.3716120437352,3969.7221982557157,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217
22,31,2,2.0,13.333333333333332,0,0,1,0,0,0,0,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148,0,0.0,0.0,0.0,0.0
23,25,5,5.0,40.66666666666667,0,0,0,1,0,0,0,642,1225.430064047367,2339.0636166217014,4464.7334540928305,8522.147356080051,0,0.0,0.0,0.0,0.0
24,35,5,6.0,35.0,0,0,0,1,0,0,0,476,881.795032597145,1633.5346208256278,3026.1401559233177,5605.9566332687555,43,62.634743194944704,91.23514081620159,132.89510733435824,193.5779283663287
25,62,7,7.0,47.66666666666667,0,0,0,0,0,0,1,330,589.3392062915007,1052.486969916047,1879.6116226741506,3356.754005585037,0,0.0,0.0,0.0,0.0
26,37,1,1.0,4.0,0,0,0,0,0,0,1,750,1454.0099876910579,2818.8600590737965,5464.8675730622745,10594.62937685537,0,0.0,0.0,0.0,0.0
27,59,7,6.0,44.5,1,0,0,0,0,0,0,193,326.6728488261277,552.9282391719064,935.8893424181405,1584.0913869105952,2095,4500.931775704546,9669.874391191814,20774.91404028014,44633.16025843782
28,42,9,8.0,72.83333333333333,1,0,0,0,0,0,0,104,165.47663209633416,263.29342086486054,418.9318128638442,666.5713987569286,288,507.3781218831488,893.8630505752469,1574.7449854917045,2774.274837443356
29,44,5,4.0,26.0,0,0,0,0,0,1,0,133,216.8886397719965,353.68933881313393,576.7759368198303,940.5725442862546,6,7.177387193107894,8.585814486631532,10.270619156458231,12.286035066475314
30,29,10,9.0,87.4444,0,0,0,0,0,1,0,170,284.11477128140115,474.8306074134282,793.5669966039702,1326.2594455094422,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676
31,24,10,11.0,89.61106666666666,0,0,0,0,0,1,0,109,174.24853993250795,278.5555382441356,445.3017965977478,711.8641090502762,363,654.4813681826378,1180.0161468270437,2127.5443037271843,3835.917649511138
32,28,3,2.0,20.0,0,0,1,0,0,0,0,136,222.27611589052924,363.284350701323,593.7458414536981,970.4082313564841,17,22.56803847310483,29.959785913149386,39.77256477258468,52.799339527161436
33,41,2,1.0,13.333333333333332,0,0,1,0,0,0,0,136,222.27611589052924,363.284350701323,593.7458414536981,970.4082313564841,37,53.091121129988316,76.18019304970512,109.31059072723754,156.84923819163083
34,39,6,5.0,44.333333333333336,0,0,1,0,0,0,0,594,1125.032554213941,2130.8051313823944,4035.732558066174,7643.654053746706,9,11.211578456539659,13.966610165238235,17.398638404385867,21.674022167526225
35,45,8,7.0,50.66666666666667,0,0,0,1,0,0,0,1847,3918.4434632171574,8313.047739268675,17636.279140958046,37415.680950384434,218,373.5099219707152,639.9525771127045,1096.4616382675429,1878.6206465742755
36,30,10,10.0,89.22216666666667,0,0,0,1,0,0,0,344,616.8993133259976,1106.292915064206,1983.9283129085024,3557.80236605017,0,0.0,0.0,0.0,0.0
37,50,4,3.0,25.33333333333333,0,0,0,0,0,0,1,36,51.51488691978921,73.71621039885189,105.48561785700679,150.94665765466107,129,209.72426513862055,340.96331308476255,554.3277540769863,901.2091540289751
38,38,8,8.0,64.66666666666667,1,0,0,0,0,0,0,54,80.46983962849211,119.91472388583766,178.69478889237536,266.2877963817905,2095,4500.931775704546,9669.874391191814,20774.91404028014,44633.16025843782
39,56,7,7.0,57.0,1,0,0,0,0,0,0,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.8681323225082,129,209.72426513862055,340.96331308476255,554.3277540769863,901.2091540289751
40,23,6,6.0,54.0,1,0,0,0,0,0,0,481,891.989175232087,1654.1469620191633,3067.528449821488,5688.57000406908,61,92.01588733744936,138.80202495898632,209.37690968583476,315.83610053631253
41,35,9,9.0,75.83333333333333,1,0,0,0,0,0,0,155,256.66394663851116,425.0089129293964,703.7707416064661,1165.371458512434,65,98.67444498786934,149.7945552871391,227.3983785409717,345.20628913341193
42,30,4,4.0,27.666666666666668,0,0,0,0,0,1,0,1249,2548.112992153886,5198.462626728118,10605.500527135575,21636.52016132026,218,373.5099219707152,639.9525771127045,1096.4616382675429,1878.6206465742755
43,29,1,1.0,5.333333333333333,0,0,1,0,0,0,0,190,321.09161242560003,542.630650368798,917.0218446235228,1549.726435366656,37,53.091121129988316,76.18019304970512,109.31059072723754,156.84923819163083
44,22,2,2.0,14.0,0,0,1,0,0,0,0,30,42.15347479450939,59.23051457504459,83.22573344016544,116.94179522748564,34,48.37564947394369,68.82951358899608,97.9315418483329,139.33829237934694
45,32,10,12.0,88.83330000000001,0,0,0,0,0,1,0,16,21.112126572366314,27.85761802547597,36.75834735990512,48.50293012833273,363,654.4813681826378,1180.0161468270437,2127.5443037271843,3835.917649511138
46,32,10,11.0,90.77773333333332,0,0,0,1,0,0,0,520,971.859933493805,1816.3687121741957,3394.723030411235,6344.6063433948975,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676
47,65,3,3.0,17.333333333333332,0,0,0,1,0,0,0,224,384.83345529246367,661.1463763943592,1135.8537700086295,1951.40415633657,288,507.3781218831488,893.8630505752469,1574.7449854917045,2774.274837443356
48,47,10,10.0,80.83333333333333,0,0,0,1,0,0,0,431,790.5420892887222,1450.0157655150283,2659.625273252521,4878.296334668524,9,11.211578456539659,13.966610165238235,17.398638404385867,21.674022167526225
49,49,5,5.0,34.0,0,0,0,0,0,0,1,734,1419.9258507865593,2746.8520732042657,5313.796004127236,10279.559008265087,0,0.0,0.0,0.0,0.0
50,34,10,10.0,82.5,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813
51,49,3,3.0,18.33333333333333,1,0,0,0,0,0,0,207,352.8315235446996,601.401372013883,1025.0887070025653,1747.2638176820335,50,73.93788183141571,109.33620739432779,161.68175164433939,239.08812494750916
52,62,5,5.0,38.0,1,0,0,0,0,0,0,297,524.8462448172644,927.4868036996077,1639.016720671065,2896.403269484561,63,95.33988075395158,144.28083908218568,218.34473005040726,330.4279448612628
53,42,6,6.0,44.66666666666666,1,0,0,0,0,0,0,182,306.2517131444878,515.3302846369975,867.1471566226207,1459.1500124398285,24,32.9786114475993,45.316200542155286,62.26939041505117,85.56491798236814
54,34,7,7.0,56.5,1,0,0,0,0,0,0,300,530.680806142328,938.7403933595692,1660.5716956880742,2937.4450870829287,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.1022934846796
55,35,9,9.0,69.66666666666667,1,0,0,0,0,0,0,123,199.01949622581813,322.02243803234467,521.046694232577,843.0768341162217,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.8681323225082
56,33,10,11.0,87.16666666666667,0,0,0,0,0,1,0,340,609.0133443479486,1090.874275276096,1953.9911489677643,3500.0196601739626,3193,7155.151115165073,16033.882706184746,35930.113913430556,80515.31307099601
57,36,10,12.0,94.0,0,0,0,0,0,1,0,368,664.4045539771043,1199.5473134388978,2165.719287390774,3910.091731463254,248,430.42436646606313,747.0368356762564,1296.543777107924,2250.2582010370725
58,34,2,2.0,10.0,0,0,0,0,0,1,0,297,524.8462448172644,927.4868036996077,1639.016720671065,2896.403269484561,11,13.98079776731155,17.769336928223957,22.584500550247288,28.7044849880676
59,53,2,1.0,11.0,1,0,0,0,0,0,0,183,308.1031927098604,518.7299309180836,873.3461632241906,1470.3865640998893,0,0.0,0.0,0.0,0.0
60,43,4,4.0,24.666666666666664,0,0,0,0,0,0,1,305,540.4180216581051,957.5463545339665,1696.6403493874643,3006.213183873077,979,1949.2204585484244,3880.960567950688,7727.117199049228,15384.93864145876
61,21,8,8.0,67.33333333333334,0,0,0,1,0,0,0,842,1651.3658554834817,3238.728252561386,6351.930227398521,12457.673033182102,365,658.449012842302,1187.822198665757,2142.7954908044944,3865.5385634058994
62,50,1,2.0,6.166666666666667,1,0,0,0,0,0,0,72,110.42457745237617,169.35537924355296,259.73605822578133,398.3506177601062,18,24.03254452572564,32.08684424338806,42.840472942735936,57.19808741663585
63,82,6,7.0,35.0,1,0,0,0,0,0,0,206,350.95702696395415,597.916673666881,1018.6556221471133,1735.4580031498422,92,144.59943968031956,227.27171691154734,357.2104665281951,561.4394924774185
64,61,7,8.0,51.16666666666667,1,0,0,0,0,0,0,160,265.7859263896685,441.51349166758865,733.4254524775452,1218.3385207781616,235,405.67164067317873,700.2956597722061,1208.8939968344553,2086.8681323225082
65,18,9,10.0,68.5,1,0,0,0,0,0,0,877,1727.0286916884568,3400.944243916919,6697.295653451795,13188.622292168327,979,1949.2204585484244,3880.960567950688,7727.117199049228,15384.93864145876
66,31,2,4.0,14.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,43,62.634743194944704,91.23514081620159,132.89510733435824,193.5779283663287
67,34,8,9.0,59.833333333333336,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,466,861.4389576254592,1592.4400809331262,2943.755200429258,5441.771269017813
68,35,10,12.0,80.83333333333334,0,0,0,0,0,1,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.4470276433894,0,0.0,0.0,0.0,0.0
69,43,1,1.0,4.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3193,7155.151115165073,16033.882706184746,35930.113913430556,80515.31307099601
70,40,5,6.0,37.16666666666667,0,0,0,1,0,0,0,436,800.6360447244283,1470.2249452109538,2699.8052408002,4957.7096089920915,51,75.56613219696311,111.96549676880197,165.89803000646933,245.8092640526393
71,29,10,11.0,81.16666666666667,0,0,0,1,0,0,0,571,1077.2083695363,2032.185414008848,3833.7778221014396,7232.535125937501,374,676.3301721575581,1223.0548175686406,2211.7349607602396,3999.633921865938
72,27,2,3.0,11.833333333333334,0,0,0,0,0,0,1,1243,2534.6514225214546,5168.509922518119,10539.316997125345,21491.146274471645,248,430.42436646606313,747.0368356762564,1296.543777107924,2250.2582010370725
73,41,4,5.0,23.833333333333336,0,0,0,0,0,0,1,53,78.83216547687636,117.25491158063417,174.40487910756713,259.4097035807988,365,658.449012842302,1187.822198665757,2142.7954908044944,3865.5385634058994
74,37,10,13.0,89.83333333333333,0,0,0,0,0,0,1,339,607.0432970689194,1087.0252640598935,1946.5233046965502,3485.6162970633663,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.1022934846796
75,33,11,12.0,101.5,1,0,0,0,0,0,0,128,207.9366134671964,337.79402515786086,548.7480128185822,891.4437768152308,617,1173.0423198379913,2230.1917084779484,4240.047415553364,8061.191339649579
76,38,3,2.0,18.33333333333333,1,0,0,0,0,0,0,240,415.176119970688,718.2133774746453,1242.4376807123597,2149.2935649314054,80,123.99351900386702,192.17990943702895,297.86329066177115,461.6639698903082
77,52,5,5.0,34.666666666666664,1,0,0,0,0,0,0,127,206.15035786672095,334.6296854218667,543.1813338783156,881.7088690199803,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
78,50,7,7.0,46.0,0,0,0,0,0,1,0,174,291.47692091886864,488.2689392433582,817.9260171895185,1370.1526266082426,4447,10300.868484656386,23860.555776520563,55269.72049128549,128024.76320315916
79,39,10,10.0,72.66666666666667,0,0,0,0,0,1,0,132,215.09549984776677,350.5005610209135,571.1446467402732,930.68669148466,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148
80,17,11,13.0,97.0,0,0,0,0,0,1,0,477,883.8330081429164,1637.6536400061957,3034.407427553192,5622.45166588164,567,1068.9105531100633,2015.1142337743565,3798.9010056502807,7161.702601693142
81,58,4,4.0,17.333333333333336,0,0,0,0,1,0,0,556,1046.1218441831181,1968.2930087717384,3703.371065160125,6967.944907157739,523,978.0292821853518,1828.950816084117,3420.2054566100614,6395.91030144313
82,50,2,1.0,11.666666666666668,0,0,0,1,0,0,0,412,752.2928559812008,1373.6517989328904,2508.224356657617,4579.901127940694,17,22.56803847310483,29.959785913149386,39.77256477258468,52.799339527161436
83,29,8,8.0,61.16666666666667,0,0,0,1,0,0,0,157,260.3092600463528,431.59815838139906,715.5987085708954,1186.4775179504156,1370,2820.9320420890144,5808.509186922981,11960.153052671127,24626.845966838442
84,34,9,9.0,76.66666666666667,0,0,0,1,0,0,0,532,996.5584948945477,1866.7835220798588,3496.915370409486,6550.52766599414,514,959.531929383781,1791.2481002080933,3343.8905556375566,6242.35361186596
85,34,6,6.0,31.666666666666668,0,0,0,0,0,0,1,195,330.39850420768386,559.8111363214091,948.5167286122942,1607.1205556382936,580,1095.899661832891,2070.6828772507647,3912.5183878315015,7392.6337554129395
86,30,4,3.0,23.0,0,0,0,0,0,0,1,335,599.168933965845,1071.651974417214,1916.7181226685227,3428.1729978278,219,375.3950367364225,643.4768657823737,1103.0046651571333,1890.69624108268
87,26,11,11.0,97.83333333333334,0,0,0,0,0,0,1,381,690.2675752512897,1250.5756573314811,2265.700332426481,4104.828017611721,376,680.3096469794633,1230.9074887588333,2227.1229764412224,4029.609696496217
88,34,1,1.0,6.3333,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4447,10300.868484656386,23860.555776520563,55269.72049128549,128024.76320315916
89,45,3,5.0,20.0,1,0,0,0,0,0,0,77,118.88848632220073,183.56457376602725,283.42486126523295,437.60977586887344,80,123.99351900386702,192.17990943702895,297.86329066177115,461.6639698903082
90,33,6,8.0,45.66663333333334,1,0,0,0,0,0,0,322,573.6426836306308,1021.943877276247,1820.592013293908,3243.382882926736,567,1068.9105531100633,2015.1142337743565,3798.9010056502807,7161.702601693142
91,45,7,11.0,56.49993333333333,1,0,0,0,0,0,0,95,149.79453384941735,236.19370917014965,372.4265954032359,587.2365079110866,580,1095.899661832891,2070.6828772507647,3912.5183878315015,7392.6337554129395
92,39,4,6.0,25.0,0,0,0,0,0,1,0,315,559.9401498267218,995.3427663110202,1769.309135546465,3145.1022934846796,69,105.37412947279289,160.92329220505667,245.75582359425687,375.30878223353693
93,27,5,7.0,39.99993333333333,0,0,0,0,0,1,0,97,153.2670885632895,242.17320037801238,382.6513541236297,604.6171029002984,138,225.8743912136058,369.7046420733115,605.1218185300962,990.4458142793868
94,21,6,9.0,42.6666,0,0,0,0,0,1,0,103,163.72724238452105,260.25834853242407,413.70273507537235,657.6156114643177,173,289.6347811475164,484.903505493466,811.8203508165523,1359.1410961841148
95,43,7,10.0,45.1666,0,0,0,0,0,1,0,158,262.1336626162108,434.8990954214516,721.529700957608,1197.071032901246,44,64.238877587428,93.78712258392171,136.92680652149207,199.90964460389907
96,30,9,13.0,81.16659999999999,0,0,1,0,0,0,0,348,624.7944575652664,1121.7474546099854,2013.9700931846671,3615.854459551671,514,959.531929383781,1791.2481002080933,3343.8905556375566,6242.35361186596
97,46,2,3.0,12.666633333333332,0,0,1,0,0,0,0,132,215.09549984776677,350.5005610209135,571.1446467402732,930.68669148466,376,680.3096469794633,1230.9074887588333,2227.1229764412224,4029.609696496217
98,62,3,4.0,17.666633333333333,0,0,0,0,1,0,0,505,941.0669381737988,1753.6771923243707,3267.975496883009,6089.868702730075,617,1173.0423198379913,2230.1917084779484,4240.047415553364,8061.191339649579
99,42,1,2.0,6.3333,0,0,0,1,0,0,0,129,209.72426513862055,340.96331308476255,554.3277540769863,901.2091540289751,17,22.56803847310483,29.959785913149386,39.77256477258468,52.799339527161436
100,21,8,12.0,68.83323333333334,0,0,0,1,0,0,0,130,211.5133031369914,344.1375184916982,559.9204866888196,911.0048587201841,523,978.0292821853518,1828.950816084117,3420.2054566100614,6395.91030144313
101,29,10,15.0,94.77766666666668,0,0,0,1,0,0,0,671,1286.4555122446031,2466.419947815979,4728.672932008812,9065.912606534392,219,375.3950367364225,643.4768657823737,1103.0046651571333,1890.69624108268
102,51,10,16.0,88.22206666666668,0,0,0,1,0,0,0,264,461.0672972956314,805.2388357405224,1406.3230820922863,2456.0969037301215,35,49.9430255960178,71.26588016241392,101.69239077354787,145.10930500924405
103,24,10,14.0,81.57386666666666,0,0,0,0,0,0,1,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.4470276433894,132,215.09549984776677,350.5005610209135,571.1446467402732,930.68669148466
104,32,4,3.0,23.5,1,0,0,0,0,0,0,52,77.19757853713917,114.60511792303392,170.13918445425972,252.58332796447132,5606,13289.79870041852,31505.306724517563,74687.68896963616,177057.50121404414
105,38,2,1.0,12.666666666666668,1,0,0,0,0,0,0,357,642.5915905260846,1156.6497260919962,2081.942260983238,3747.4470276433894,693,1332.9275919805955,2563.77484193822,4931.206675967018,9484.763982908145
106,40,8,7.0,55.99993333333333,1,0,0,0,0,0,0,127,206.15035786672095,334.6296854218667,543.1813338783156,881.7088690199803,171,285.95370072925533,478.18432140793226,799.6407972941865,1337.1944166103196
