index,celebrity_age_during_season,1,2,3,4,5,6,7,8,9,10,11,industry_Actor_Performer,industry_Influencer,industry_Model_Fashion,industry_Music,industry_Others,industry_Sports,industry_TV_Media,fame_1,fame_1.1,fame_1.2,fame_1.3,fame_1.4
109,24,0.1100478468899521,0.1090909090909091,0.1280788177339901,0.1401617250673854,0.1560693641618497,0.1291870355546645,0.1736334405144694,0.2094861660079051,0.2610619469026548,0.325268368450467,,0,0,0,0,0,1,0,1279,2615.5173118584075,5348.655831611431,10937.843567437158,22367.567791267367
110,42,0.1004784688995215,0.1,0.1034482758620689,0.1266846361185983,0.1213872832369942,0.1435401936752898,0.1639871382636656,,,,,0,0,1,0,0,0,0,5171,12159.955666127564,28594.956836624944,67242.97184455437,158126.38880070462
111,31,0.1196172248803827,0.1272727272727273,0.1133004926108374,0.1347708894878706,0.1676300578034682,0.1722489022690506,0.1736334405144694,0.2332015810276679,0.2610619469026548,0.3481193038992962,,0,0,0,1,0,0,0,7063,17135.158534457736,41570.67223573541,100852.33741233282,244672.34746296794
112,32,0.1004784688995215,0.1045454545454545,0.1133004926108374,0.105121293800539,0.1271676300578034,0.1626799706984664,0.1639871382636656,0.2094861660079051,0.247787610619469,0.3266123276502367,,0,0,0,0,0,0,1,1318,2703.379096091606,5544.960953858162,11373.392664115574,23328.21849758089
113,35,0.0765550239234449,0.0681818181818181,0.0738916256157635,0.0862533692722371,0.0867052023121387,,,,,,,0,0,0,0,0,0,1,1530,3185.3750488832493,6631.773988266632,13806.985223566984,28745.37662186269
114,32,0.0956937799043062,0.0909090909090909,0.1034482758620689,0.1024258760107816,0.1329479768786127,0.1196171470430762,,,,,,0,0,0,0,0,0,1,70,107.05521894516544,163.7259986199614,250.39603756108315,382.9457517729086
115,58,0.066079295154185,,,,,,,,,,,1,0,0,0,0,0,0,4679,10893.522875137061,25362.009111163545,59047.15247101831,137472.00388004756
116,76,0.079295154185022,0.085972850678733,0.090497737556561,0.0977653631284916,0.1153846153846153,,,,,,,1,0,0,0,0,0,0,436,800.6360447244283,1470.2249452109538,2699.8052408002,4957.7096089920915
117,19,0.1013215859030837,0.0995475113122171,0.1040723981900452,0.111731843575419,0.1098901098901099,0.1449275432332379,0.1606714628297362,0.2113207547169811,0.2543859649122806,0.3293164561842317,,1,0,0,0,0,0,0,2205,4761.562104815888,10282.30098776357,22203.997611630835,47948.16943445066
118,50,0.105726872246696,0.1085972850678732,0.1085972850678732,0.1564245810055866,0.1373626373626373,0.1400970921157704,0.1750599520383693,0.2150943396226415,0.2631578947368421,0.361446654088323,,1,0,0,0,0,0,0,538,1008.9287629016216,1892.076670279173,3548.2724428620545,6654.189825677922
119,41,0.0969162995594713,0.0950226244343891,0.1085972850678732,0.1089385474860335,0.1318681318681318,0.1449280263266591,0.1654676258992805,,,,,0,0,0,0,0,1,0,640,1221.231425700701,2330.322179873382,4446.660434482399,8485.00228439036
120,39,0.0837004405286343,0.0950226244343891,0.1040723981900452,0.0949720670391061,0.1318681318681318,0.1062800695461289,0.1678657074340527,0.1811320754716981,,,,0,0,0,0,0,1,0,2339,5080.813386674908,11036.62448491445,23973.933059708164,52076.56264258792
121,41,0.066079295154185,0.0814479638009049,0.0814479638009049,,,,,,,,,1,0,0,0,0,0,0,1217,2476.393389608699,5039.050304106534,10253.632590793037,20864.443687194867
122,57,0.0704845814977973,0.0542986425339366,,,,,,,,,,0,0,0,1,0,0,0,1482,3075.622462061095,6382.897118174587,13246.546389799456,27490.806761944295
123,31,0.1013215859030837,0.0950226244343891,0.1085972850678732,0.1340782122905028,0.1483516483516483,0.1739131484985698,0.1750599520383693,0.2150943396226415,0.25,,,0,0,0,1,0,0,0,884,1742.1979224566885,3433.5447975253355,6766.871734061777,13336.232892096492
124,28,0.066079295154185,0.0814479638009049,0.090497737556561,0.0782122905027933,,,,,,,,0,0,0,0,0,0,1,206,350.95702696395415,597.916673666881,1018.6556221471133,1735.4580031498422
125,25,0.0837004405286343,0.1040723981900452,0.1176470588235294,0.1284916201117318,0.1263736263736264,0.1545889285615942,,,,,,0,0,0,0,0,0,1,1550,3231.207647146039,6735.937328370984,14042.07239105083,29272.807543059116
126,19,0.079295154185022,0.0995475113122171,0.085972850678733,0.0893854748603352,0.0989010989010989,0.1352651917180396,0.1558752997601918,0.1773584905660377,0.2324561403508772,0.3092368897274452,,0,0,0,0,0,0,1,1109,2235.757522996421,4507.314428886459,9086.800850219312,18319.101317266064
127,49,0.1159420289855072,0.0972222222222222,0.0981308411214953,0.1213592233009708,0.1134020618556701,0.1333333333333333,0.1750663129973474,0.1769230769230769,0.2042553191489362,,,1,0,0,0,0,0,0,1221,2485.3481306157705,5058.931474492462,10297.465915678235,20960.514057011038
128,22,0.1014492753623188,0.0833333333333333,0.1074766355140187,0.1262135922330096,0.134020618556701,0.1555555555555555,0.169761273209549,0.2115384615384615,0.3106382978723404,0.3396948007112996,,1,0,0,0,0,0,0,1869,3969.814662970246,8432.010946138867,17909.855908136808,38041.09609192384
129,60,0.1111111111111111,0.0925925925925926,0.0981308411214953,0.1067961165048543,0.1185567010309278,0.1444444444444444,0.1591511936339522,0.2038461538461538,0.2297872340425532,0.3206103985774007,,1,0,0,0,0,0,0,1546,3222.0363711890304,6715.083038334385,13994.981749720524,29167.102336174743
130,35,0.1014492753623188,0.1064814814814814,0.116822429906542,0.1213592233009708,0.1391752577319588,0.15,0.1750663129973474,0.2076923076923076,0.2553191489361702,0.3396948007112996,,0,0,0,0,0,1,0,1890,4018.907260273229,8545.828342157061,18171.900301240075,38640.83706540471
131,54,0.0821256038647343,0.0787037037037037,0.0934579439252336,0.1019417475728155,,,,,,,,0,0,0,0,0,1,0,1295,2651.531221516288,5429.048508629843,11116.055307921599,22760.283945216932
132,40,0.0917874396135265,0.1064814814814814,0.0981308411214953,0.1116504854368932,0.134020618556701,0.1222222222222222,,,,,,0,0,0,0,0,1,0,8158,20078.99960035769,49419.738287713095,121635.07052326217,299376.13783109287
133,31,0.0869565217391304,0.0833333333333333,0.116822429906542,0.1116504854368932,0.1134020618556701,,,,,,,0,0,1,0,0,0,0,124,200.80006713708298,325.1666690504595,526.5603949683381,852.6884085594443
134,32,0.0628019323671497,0.0787037037037037,,,,,,,,,,0,0,0,0,0,0,1,994,1982.0975414409222,3952.425215076602,7881.380585042697,15715.960845848414
135,21,0.0917874396135265,0.1064814814814814,0.0934579439252336,0.1116504854368932,0.134020618556701,0.1555555555555555,0.1591511936339522,0.1999999999999999,,,,0,0,0,1,0,0,0,913,1805.1689520935658,3569.1510904737984,7056.868273662864,13952.726732344256
136,46,0.0676328502415459,0.0787037037037037,0.0700934579439252,,,,,,,,,0,0,0,0,0,0,1,1813,3839.1721324475084,8129.753261203268,17215.401083334713,36454.98515611979
137,25,0.0869565217391304,0.0879629629629629,0.1074766355140187,0.087378640776699,0.1134020618556701,0.1388888888888889,0.1618037135278514,,,,,0,0,0,0,0,0,1,2224,4806.71376615845,10388.712783173161,22453.043501593842,48527.58691154023
138,33,0.0691244239631336,0.0941704035874439,,,,,,,,,,1,0,0,0,0,0,0,340,609.0133443479486,1090.874275276096,1953.9911489677643,3500.0196601739626
139,40,0.0829493087557603,0.0807174887892376,0.1012658227848101,0.1100478468899521,0.1329787234042553,0.1385542168674698,0.1604095563139931,,,,,1,0,0,0,0,0,0,1205,2449.546858008038,4979.485319151072,10122.392214127518,20576.990907585936
140,42,0.0921658986175115,0.1031390134529148,0.1139240506329113,0.138755980861244,0.1276595744680851,0.1746987951807228,0.1808873720136519,0.2007722007722007,0.2827007708893286,0.3313613318879616,,1,0,0,0,0,0,0,914,1807.3439735138363,3573.842711812667,7066.918038819442,13974.126617917416
141,28,0.1013824884792626,0.0986547085201793,0.1097046413502109,0.124401913875598,0.1489361702127659,0.1746987951807228,0.1638225255972696,0.2316602316602316,0.2362879168266533,0.3333329388541484,,1,0,0,0,0,0,0,495,920.5888676588002,1712.0886126410317,3184.100438874209,5921.7119546163485
142,31,0.064516129032258,,,,,,,,,,,0,0,0,0,0,1,0,2658,5848.041882186175,12866.664355080346,28308.800614199332,62284.067579494025
143,30,0.0967741935483871,0.085201793721973,0.1012658227848101,0.1148325358851674,0.1276595744680851,0.1204819277108433,0.1706484641638225,0.2007722007722007,0.2067502394524871,,,0,0,0,0,0,1,0,701,1349.8633927246763,2599.331211152883,5005.338156208235,9638.406198678336
144,43,0.1013824884792626,0.0941704035874439,0.1097046413502109,0.1004784688995215,,,,,,,,0,0,0,1,0,0,0,245,424.70042227091517,736.2059129677284,1276.1916821050565,2212.2414134230467
145,24,0.0875576036866359,0.0986547085201793,0.1012658227848101,,,,,,,,,0,0,0,0,0,0,1,2036,4361.697587247652,9344.010728193496,20017.558471698307,42883.36762701138
146,41,0.0783410138248848,0.0807174887892376,0.0970464135021097,0.0956937799043062,0.101063829787234,,,,,,,0,0,0,0,0,0,1,453,835.0414280333827,1539.2807649713686,2837.446375554104,5230.431067132101
147,42,0.0783410138248848,0.0762331838565022,0.0759493670886076,0.1004784688995215,0.1117021276595744,0.1144578313253012,,,,,,0,0,0,0,0,0,1,945,1874.8865318808628,3719.787838548406,7380.084783014425,14642.139220965739
148,51,0.0737327188940092,0.0941704035874439,0.0886075949367088,0.1004784688995215,0.1170212765957446,0.144578313253012,0.1501706484641638,0.1698841698841698,,,,0,0,0,0,0,0,1,2857,6331.42205061766,14031.118369985112,31094.481008943036,68908.74438660611
149,24,0.0737327188940092,0.0941704035874439,0.1012658227848101,0.1148325358851674,0.1329787234042553,0.1325301204819277,0.1740614334470989,0.1969111969111969,0.2742610728315309,0.33530572925789,,0,0,0,0,0,0,1,1567,3270.211911696212,6824.68790516897,14242.61370841904,29723.270582616224
150,31,0.0888888888888888,0.0929368029739777,0.1,0.0944206008583691,0.1294642857142857,0.1395352623049752,0.1444141689373297,0.1743119266055046,0.2521739130434782,0.3320893016258233,,1,0,0,0,0,0,0,1942,4140.703640025569,8828.746979670945,18824.523561065,40137.37035584388
151,52,0.0851851851851851,0.0780669144981412,0.0857142857142857,,,,,,,,,1,0,0,0,0,0,0,403,734.235790977467,1337.7225725863668,2437.2302510951936,4440.450821853815
152,44,0.0851851851851851,0.0855018587360594,0.0857142857142857,0.0901287553648068,,,,,,,,1,0,0,0,0,0,0,1175,2382.5479690415596,4831.09346790132,9796.010153360197,19863.373698381954
153,35,0.0962962962962963,0.0817843866171003,0.0892857142857143,0.0944206008583691,0.1071428571428571,0.1434104666175451,0.1389645776566757,,,,,1,0,0,0,0,0,0,1994,4262.826622237475,9113.184960509796,19482.410964410898,41650.020122598755
154,20,0.0851851851851851,0.0966542750929368,0.0892857142857143,0.111587982832618,0.1160714285714285,0.1085266510413012,0.1416893732970027,0.1712538226299694,,,,1,0,0,0,0,0,0,943,1870.5221788531303,3710.3427588350546,7359.786237060531,14598.773476182103
155,47,0.074074074074074,0.0743494423791821,0.0857142857142857,0.0944206008583691,0.09375,0.116279385254146,0.1280653950953678,0.1559633027522936,,,,1,0,0,0,0,0,0,678,1301.225792818007,2497.3282653316346,4792.902584045684,9198.596555788068
156,55,0.074074074074074,0.0631970260223048,,,,,,,,,,0,0,0,0,0,1,0,1848,3920.777196013082,8318.449037216547,17648.693339456506,37444.04458050266
157,37,0.0777777777777777,0.0892193308550185,0.0928571428571428,0.1158798283261802,0.1205357142857143,0.1317829156900813,0.1444141689373297,0.1681957186544342,0.2478260869565217,0.3320893016258233,,0,0,0,0,0,1,0,738,1428.439983389972,2764.8249134785096,5351.47215919434,10358.07154768489
158,35,0.074074074074074,0.0780669144981412,0.0857142857142857,0.0987124463519313,0.0848214285714285,,,,,,,0,0,0,1,0,0,0,1362,2802.8174863986937,5767.831029414302,11869.44028475432,24425.752411067875
159,67,0.0851851851851851,0.070631970260223,0.0857142857142857,0.0858369098712446,0.0982142857142857,0.0930235082033168,,,,,,0,0,0,1,0,0,0,1160,2349.112350309981,4757.180029636961,9633.750310576024,19509.277443428204
160,31,0.0962962962962963,0.0966542750929368,0.1035714285714285,0.1030042918454935,0.1294642857142857,0.151162813232439,0.1471389645776566,0.1681957186544342,0.2434782608695652,0.3358213967483534,,0,0,0,1,0,0,0,1195,2427.1951509638707,4929.938327081604,10013.324185810383,20338.31958897755
161,33,0.0777777777777777,0.0929368029739777,0.0964285714285714,0.111587982832618,0.1205357142857143,0.1162789976561951,0.1553133514986376,0.1620795107033639,0.2565217391304348,,,0,0,0,0,0,0,1,911,1800.8196241330186,3559.7709315725374,7036.778650926566,13909.955088110659
162,36,0.0867992766726944,0.092391304347826,0.0917266187050359,0.1228615863141524,0.1271091113610798,0.1216814159292035,0.1384293260352406,0.1469193195013584,,,,1,0,0,0,0,0,0,244,422.7939936724824,732.6014798587166,1269.4242026222848,2199.6103618491047
163,28,0.081374321880651,0.0942028985507246,0.0917266187050359,0.1104199066874028,0.1316085489313835,0.1327433628318584,,,,,,1,0,0,0,0,0,0,2048,4389.984102548659,9410.136924135708,20171.070068243116,43237.63522020617
164,61,0.0687160940325497,0.0760869565217391,0.0863309352517985,0.093312597200622,0.1181102362204724,0.1216814159292035,0.1157024007920684,0.127962327890669,,,,1,0,0,0,0,0,0,1668,3502.8024994675907,7355.890497767614,15447.381067979795,32439.523390376427
165,36,0.077757685352622,0.0797101449275362,0.0971223021582733,0.1166407465007776,0.1158605174353206,0.1194690265486725,0.1487607608782339,0.1421801970519487,0.1922770048446911,0.3331212530739241,,1,0,0,0,0,0,0,941,1866.1587513595127,3700.901684671297,7339.500602306594,14555.444505422789
166,30,0.0795660036166365,0.0887681159420289,0.0917266187050359,0.1073094867807153,0.1271091113610798,0.1327433628318584,0.1363640308050477,0.1469193195013584,0.2029153253517561,,,0,0,0,0,0,1,0,974,1938.272582503443,3857.1874785262426,7675.852910886041,15275.046452258352
167,43,0.0886075949367088,0.0815217391304347,0.0899280575539568,0.1119751166407465,0.1259842519685039,0.1172566371681416,0.142561982617305,0.1458037890899821,0.1914897691271683,,,0,0,0,0,0,1,0,2154,4640.558681593448,9997.578865975991,21538.696100937817,46402.777707246874
168,20,0.0795660036166365,0.0905797101449275,0.0953237410071942,0.1228615863141524,0.1271091113610798,0.1238938053097345,0.1570244211450198,0.1396711317991905,0.2092203033056099,0.3312148193751337,,0,0,0,0,0,1,0,1929,4110.223617644847,8757.87360655545,18660.87036703611,39761.71597117706
169,45,0.0614828209764918,,,,,,,,,,,0,0,1,0,0,0,0,5720,13587.377188329741,32275.667632507528,76668.12414825968,182118.65753917728
170,37,0.077757685352622,0.0833333333333333,0.0917266187050359,,,,,,,,,0,0,0,0,0,1,0,130,211.5133031369914,344.1375184916982,559.9204866888196,911.0048587201841
171,35,0.0741410488245931,0.0815217391304347,,,,,,,,,,0,0,0,1,0,0,0,980,1951.4107057165859,3885.7181044747936,7737.379498437624,15406.944068819574
172,36,0.077757685352622,0.0815217391304347,0.0863309352517985,,,,,,,,,0,0,0,1,0,0,0,346,620.8457445228303,1114.0157181852803,1998.9361790950168,3586.7948565429647
173,21,0.0705244122965642,0.0652173913043478,0.0809352517985611,0.0995334370139968,,,,,,,,0,0,0,0,0,0,1,1514,3148.7520458389913,6548.6390001157315,13619.577575347039,28325.41133014318
174,29,0.0759493670886076,0.0851449275362318,0.0971223021582733,0.1150855365474339,0.1271091113610798,0.1305309734513274,0.1611570777270843,0.1505439151654929,0.2040975973707745,0.3356639275509421,,0,0,0,0,0,0,1,554,1041.9832584337587,1959.7998390906712,3686.062494970494,6932.8798001801815
175,41,0.0873362445414847,0.0819672131147541,0.0893618542329433,0.1026785714285714,0.1004784688995215,0.1220159151193634,0.1358695652173913,0.1543408360128617,0.1808510638297872,,,1,0,0,0,0,0,0,241,417.07940646151883,721.8059389804673,1249.1717535700107,2161.841549989519
176,16,0.1048034934497816,0.1065573770491803,0.1106376351278895,0.1160714285714285,0.138755980861244,0.1352785145888594,0.1630434782608695,0.1864951768488746,0.1950354609929077,0.256410475564509,,1,0,0,0,0,0,0,1757,3708.9325691986123,7829.357315231756,16527.352499918306,34888.35285689984
177,56,0.0917030567685589,0.0614754098360655,,,,,,,,,,0,0,0,0,0,1,0,391,710.2225104830233,1290.066532984162,2343.3102090694156,4256.4492570991715
178,26,0.0786026200873362,0.0737704918032786,0.0978725070170332,0.0803571428571428,0.1004784688995215,0.1061007957559681,,,,,,0,0,0,0,0,1,0,993,1979.904183705446,3947.6541557445344,7871.074500282773,15693.830144377736
179,18,0.0917030567685589,0.0983606557377049,0.0978725070170332,0.1205357142857142,0.1196172248803827,0.1379310344827586,0.1739130434782608,0.180064308681672,0.2092198581560284,0.2478634597123587,,0,0,0,0,0,1,0,837,1640.5822323486234,3215.663155433678,6302.938874578975,12354.22882821228
180,28,0.0873362445414847,0.0942622950819672,0.1106376351278895,0.1071428571428571,0.124401913875598,0.1193633952254641,0.1467391304347826,0.1672025723472668,0.2092198581560284,0.2393155891586232,,0,0,0,0,0,1,0,457,843.1557771718175,1555.6053929501327,2870.0605559420997,5295.203804322837
181,50,0.0524017467248908,0.0655737704918032,0.0680852222727187,0.09375,0.0861244019138755,,,,,,,1,0,0,0,0,0,0,587,1110.4574225543167,2100.708155546805,3974.0152707791103,7517.844556696525
182,47,0.074235807860262,0.0819672131147541,0.0765958750568086,0.09375,0.0861244019138755,0.1140583554376657,0.0923913043478261,,,,,1,0,0,0,0,0,0,2355,5119.057438768106,11127.281979366047,24187.344199466694,52575.96783368339
183,48,0.0786026200873362,0.0737704918032786,0.0638298958806738,,,,,,,,,0,0,0,1,0,0,0,743,1439.0891377334892,2787.318366544434,5398.653546028462,10456.451785297351
184,26,0.0917030567685589,0.1065573770491803,0.106383159801123,0.1160714285714285,0.1291866028708133,0.143236074270557,0.1576086956521739,0.1768488745980707,0.2056737588652482,0.256410475564509,,0,0,0,1,0,0,0,3532,7995.079091953527,18097.760386917416,40966.315311616134,92731.8604253333
185,52,0.0786026200873362,0.0737704918032786,0.0893618542329433,0.0803571428571428,,,,,,,,0,0,0,0,0,0,1,102,161.97955031042886,257.2291639094973,408.488865654784,648.6945369174415
186,29,0.0829694323144104,0.0819672131147541,0.0893618542329433,0.0892857142857142,0.1148325358851674,0.1220159151193634,0.1304347826086956,0.135048231511254,,,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
187,74,0.08203125,0.0714285714285714,0.0627450980392156,0.0759493670886076,,,,,,,,1,0,0,0,0,0,0,581,1097.9782713084555,2074.967787031846,3921.2900926436446,7410.48419487063
188,28,0.0859375,0.0864661654135338,0.1058823529411764,0.0886075949367088,0.1148936170212766,0.1341995989596501,0.128668171557562,0.140625,,,,1,0,0,0,0,0,0,199,337.8612496458904,573.6192161421233,973.8879657621801,1653.46233732414
189,39,0.09375,0.093984962406015,0.0980392156862745,0.1139240506329113,0.1106382978723404,0.1385277524770649,0.1218961625282167,0.1302083333333333,0.1777777777777777,,,1,0,0,0,0,0,0,1019,2037.002689489933,4072.011734042407,8140.03812941997,16272.109482020662
190,43,0.08203125,0.0902255639097744,0.0941176470588235,0.1012658227848101,0.0936170212765957,0.1212121080938808,0.1196388261851015,0.1458333333333333,0.1714285714285714,0.1857142857142857,,1,0,0,0,0,0,0,1459,3023.1578307045434,6264.210602707461,12979.915926495878,26895.3629027228
191,24,0.09375,0.0977443609022556,0.1019607843137254,0.1139240506329113,0.1191489361702127,0.1168830887726018,0.1331828442437923,0.15625,0.1841269841269841,0.2142857142857142,0.2590965542177513,1,0,0,0,0,0,0,5967,14234.153392318678,33955.274475625425,80999.59533506545,193222.8363859661
192,27,0.10546875,0.0902255639097744,0.0941176470588235,0.1139240506329113,0.1106382978723404,0.1385281853789969,0.1331828442437923,0.1458333333333333,0.1619047619047619,0.2257142857142857,0.2736538357406239,1,0,0,0,0,0,0,519,969.8042737349439,1812.1778985637006,3386.23867205219,6327.531283319365
193,41,0.06640625,0.0676691729323308,,,,,,,,,,0,0,0,0,0,1,0,720,1390.1630664142963,2684.1018766977722,5182.415688164642,10006.115117350699
194,56,0.0703125,0.0789473684210526,0.0941176470588235,0.0886075949367088,0.1021276595744681,0.1038960308087647,0.1128668171557562,0.125,0.1333333333333333,0.1714285714285714,0.2227077172456798,1,0,0,0,0,0,0,676,1297.0041495387077,2488.490775030509,4774.530859916221,9160.630676644889
195,31,0.0859375,0.093984962406015,0.1019607843137254,0.1012658227848101,0.1191489361702127,,,,,,,0,0,0,1,0,0,0,4663,10852.55403815497,25257.9732256216,58784.79934062402,136814.3280004756
196,25,0.08984375,0.075187969924812,0.0980392156862745,0.1012658227848101,0.1148936170212766,0.129870579638371,0.1218961625282167,,,,,0,0,0,0,0,0,1,1514,3148.7520458389913,6548.6390001157315,13619.577575347039,28325.41133014318
197,27,0.08984375,0.0902255639097744,0.0862745098039215,0.1012658227848101,0.1148936170212766,0.1168826558706696,0.128668171557562,0.15625,0.1714285714285714,0.2028571428571428,0.2445418927959448,0,0,0,0,0,0,1,787,1533.1060786657588,2986.5492356313803,5817.9120551220385,11333.515040470624
198,57,0.0546875,0.0639097744360902,0.0627450980392156,,,,,,,,,0,0,0,0,0,0,1,3841,8767.761706470174,20013.966503890817,45685.41762754247,104285.04431628835
199,76,0.0572519083969465,0.0614754098360655,,,,,,,,,,1,0,0,0,0,0,0,1103,2222.455447746592,4478.067286689482,9022.942009681632,18180.495579436538
200,39,0.0916030534351145,0.0983606557377049,0.1157556270096463,0.1077441077441077,0.1211180124223602,0.1276595744680851,0.1422924901185771,0.168141592920354,,,,1,0,0,0,0,0,0,998,1990.8731770972838,3971.519045376179,7922.636011794032,15804.572673131977
201,23,0.0801526717557252,0.1024590163934426,0.1157556270096463,0.1178451178451178,0.124223602484472,0.1241134751773049,0.1383399209486166,0.1592920353982301,0.1989528795811518,0.2529075649013137,,1,0,0,0,0,0,0,2337,5076.034715687088,11025.300999084486,23947.287386500804,52014.23282858937
202,37,0.0954198473282442,0.0860655737704918,0.1028938906752411,0.0942760942760942,0.108695652173913,0.1134751773049645,0.1462450592885375,0.1592920353982301,0.1884816753926701,0.2267429691696957,,1,0,0,0,0,0,0,1335,2741.759723023486,5630.896163890496,11564.467645454994,23750.55551199753
203,33,0.0763358778625954,0.0860655737704918,,,,,,,,,,0,0,0,0,0,1,0,3080,6877.107104913785,15355.390302745318,34285.929788874695,76554.54913949511
204,64,0.0687022900763358,,,,,,,,,,,0,0,0,0,0,1,0,663,1269.5940582760643,2431.175072111439,4655.513463320612,8914.95057504685
205,26,0.1030534351145038,0.1024590163934426,0.1157556270096463,0.1111111111111111,0.1149068322981366,0.1276595744680851,0.1403162055335968,0.1769911504424778,0.1989528795811518,,,0,0,0,0,0,1,0,853,1675.1123258854468,3289.5677659242056,6460.018184683575,12686.114990161277
206,34,0.0916030534351145,0.0983606557377049,0.1157556270096463,0.1144781144781144,0.1149068322981366,0.1347517730496454,0.1482213438735178,0.1769911504424778,0.2041884816753926,0.2587209505138384,,0,0,0,0,0,1,0,254,441.892965707823,768.7771383545472,1337.469329275056,2326.843655340971
207,27,0.0916030534351145,0.1024590163934426,0.1254019292604501,0.1313131313131313,0.1118012422360248,0.1418439716312056,0.1541501976284585,0.1592920353982301,0.2094240837696335,0.2616285154151521,,0,0,0,0,0,1,0,1020,2039.201720767907,4076.807507826262,8150.424397253761,16294.470054773114
208,55,0.0801526717557252,0.0860655737704918,0.0964630225080385,0.1111111111111111,0.0869565217391304,0.1134751773049645,,,,,,1,0,0,0,0,0,0,2528,5534.19906403141,12115.252879875823,26522.239378288225,58061.452667460224
209,17,0.0839694656488549,0.0901639344262295,0.112540192926045,0.1043771043771043,0.1055900621118012,,,,,,,0,0,0,1,0,0,0,1777,3755.3997289029653,7936.424943075093,16772.339943546955,35445.605445731286
210,46,0.0801526717557252,0.0860655737704918,0.0996784565916398,0.1077441077441077,0.1118012422360248,0.1170212765957446,0.1304347826086956,,,,,0,0,0,0,0,0,1,707,1362.57794533473,2626.0518488155753,5061.103723481749,9754.099452146678
211,42,0.0672043010752688,0.0856353591160221,0.0821529745042493,0.090625,0.106060606060606,0.0955631399317406,0.1141199226305609,,,,,1,0,0,0,0,0,0,739,1430.569238666444,2769.321172691051,5360.900787062924,10377.726329519535
212,33,0.0806451612903225,0.0828729281767955,0.0906515580736544,0.075,0.0909090909090909,0.1092150170648464,,,,,,1,0,0,0,0,0,0,682,1309.6728126029125,2515.0188798698255,4829.69479493921,9274.662706893949
